respondent_id,submitted_at,department,rating,nps,comment
R103153,2025-03-17,Support,1,1,Not a great experience at all because the process is slow and confusing. Would recommend.
R107353,2025-09-30,Engineering,4,8,The team is fantastic because the managers actually listen.
R107290,2025-10-30,Engineering,2,4,The whole thing feels broken because the tools crash constantly. Hope it stays this way.
R107285,2025-04-05,Sales,3,6,Mixed feelings honestly because the basics are fine though support lags. Please look into it.
R105831,2025-08-29,People,4,7,So impressed with the support because onboarding was smooth and friendly.
R101667,2025-05-25,Engineering,3,5,"Not bad, not great because good people, unclear direction. That's my honest take."
R102809,2025-10-13,Marketing,5,10,Best experience I've had because great work-life balance. Hope it stays this way.
R107189,2025-09-17,Engineering,4,8,GENUINELY LOVE WORKING HERE BECAUSE THE MANAGERS ACTUALLY LISTEN. PLEASE LOOK INTO IT.
R102199,2025-07-26,Sales,4,9,Couldn't ask for a better setup because the tools we use are reliable. That's my honest take.
R105876,2025-03-03,Sales,1,1,The whole thing feels broken because the process is slow and confusing. Needs to change soon.
R102874,2025-09-02,Support,4,9,Everything has been excellent because communication is clear and helpful. Thanks for asking.
R103354,2025-02-07,Engineering,3,5,"Average experience so far because fine day to day, frustrating at month-end. Thanks for asking."
R104989,2025-04-13,Sales,1,1,Honestly disappointed because the tools crash constantly. Would recommend.
R105272,2025-12-23,Marketing,4,7,Genuinely love working here because onboarding was smooth and friendly. Hope it stays this way.
R106860,2025-01-03,Engineering,4,9,The team is fantastic because great work-life balance. Would recommend.
R101008,2025-09-12,Engineering,2,3,I keep running into problems because promises are never kept.
R107192,2025-10-19,Operations,3,4,Could go either way because the basics are fine though support lags. Hope it stays this way.
R104656,2025-01-12,Sales,5,10,Genuinely love working here because great work-life balance. Thanks for asking.
R102537,2025-02-16,Sales,2,4,Really unhappy with the situation because nobody responds to my requests.
R101451,2025-08-21,Engineering,4,7,Best experiance I've had because comunication is clear and helpful. Needs to change soon.
R106636,2025-01-13,Marketing,5,10,Everything has been excellent because the tools we use are reliable.
R101327,2025-09-05,Engineering,2,3,Pretty let down lately because communication is terrible. Please look into it.
R103216,2025-10-11,Engineering,3,5,Mixed feelings honestly because a few things work well but others need attention. Needs to change soon.
R103845,2025-09-23,Marketing,5,9,
R100584,2025-01-25,People,4,8,Really happy with how things are going because the tools we use are reliable. Please look into it.
R107846,2025-08-12,Sales,4,8,The team is fantastic because onboarding was smooth and friendly. Hope it stays this way.
R107280,2025-08-21,Support,4,7,The team is fantastic because communication is clear and helpful. That's my honest take.
R103238,2025-01-31,Sales,3,6,"It's okay overall because fine day to day, frustating at month-end. That's my honest take."
R107031,2025-10-30,Operations,3,6,"Some good, some bad because improving slowly but still gaps. That's my honest take."
R105416,2025-10-06,Engineering,4,8,Genuinely love working here because the managers actually listen. Please look into it.
R103773,2025-03-27,Operations,4,7,Really happy with how things are going because my feedback gets acted on quickly. Please look into it.
R107195,2025-07-31,Engineering,3,6,"Not bad, not great because good people, unclear direction. Would recommend."
R105637,2025-05-31,Operations,1,1,This has been frustrating because communication is terrible. Thanks for asking.
R102171,2025-02-19,Support,2,2,Pretty let down lately because communication is terrible. Please look into it.
R105223,2025-01-15,Marketing,4,9,REALLY HAPPY WITH HOW THINGS ARE GOING BECAUSE THE MANAGERS ACTUALLY LISTEN. PLEASE LOOK INTO IT.
R107043,2025-05-27,People,1,1,I keep running into problems because the process is slow and confusing. That's my honest take.
R106387,2025-06-01,Support,2,4,
R100974,2025-03-08,Engineering,2,2,Honestly disappointed because the tools crash constantly. That's my honest take.
R106953,2025-08-22,Sales,3,6,"Some good, some bad because good people, unclear direction. That's my honest take."
R103204,2025-09-01,Marketing,5,9,Couldn't ask for a better setup because the managers actually listen. Please look into it.
R100301,2025-06-07,Operations,2,4,This has been frustrating because the tools crash constantly. That's my honest take.
R107373,2025-11-30,Engineering,2,3,Not a great experience at all because the tools crash constantly. Needs to change soon.
R100089,2025-12-17,Support,5,8,Couldn't ask for a better setup because my feedback gets acted on quickly. Would recommend.
R105258,2025-07-13,People,2,3,This has been frustrating because workload is overwhelming and unfair. Would recommend.
R107610,2025-07-16,People,1,0,NOT A GREAT EXPERIENCE AT ALL BECAUSE WORKLOAD IS OVERWHELMING AND UNFAIR. THANKS FOR ASKING.
R104359,2025-11-18,Support,3,4,"Not bad, not great because fine day to day, frustrating at month-end. Thanks for asking."
R102485,2025-03-12,Operations,3,5,"Some good, some bad because fine day to day, frustrating at month-end."
R104098,2025-11-22,People,1,0,Really unhappy with the situation because workload is overwhelming and unfair. Please look into it.
R101935,2025-07-15,Sales,4,8,The team is fantastic because great work-life balance.
R106233,2025-08-24,Support,5,9,
R100107,2025-11-07,Support,5,9,Couldn't ask for a better setup because my feedback gets acted on quickly. Thanks for asking.
R105221,2025-03-12,Engineering,2,2,Really unhappy with the situation because nobody responds to my requests. That's my honest take.
R101726,2025-08-12,Sales,2,2,I keep running into problems because the tools crash constantly. Please look into it.
R106579,2025-06-15,Engineering,5,10,
R100686,2025-11-24,Support,5,8,So impressed with the support because great work-life balance. Please look into it.
R104235,2025-06-08,Engineering,4,7,
R104608,2025-01-06,Operations,3,6,"Some good, some bad because decent tools but slow processes. Thanks for asking."
R104497,2025-03-17,Engineering,5,9,Really happy with how things are going because leadership is transparent. That's my honest take.
R101558,2025-09-15,Engineering,5,9,Everything has been excellent because my feedback gets acted on quickly. Thanks for asking.
R100714,2025-09-01,Engineering,5,8,Everything has been excellent because onboarding was smooth and friendly. Hope it stays this way.
R107392,2025-06-03,Marketing,5,10,Everything has been excellent because the tools we use are reliable. Please look into it.
R107484,2025-07-19,Engineering,4,8,Genuinely love working here because the managers actually listen. That's my honest take.
R102815,2025-11-19,Support,5,10,Everything has been excellent because great work-life balance.
R103922,2025-11-25,Support,4,7,The team is fantastic because the tools we use are reliable. That's my honest take.
R100416,2025-04-20,Support,3,5,Could go either way because improving slowly but still gaps. Hope it stays this way.
R104790,2025-04-24,Support,4,9,THE TEAM IS FANTASTIC BECAUSE COMMUNICATION IS CLEAR AND HELPFUL. NEEDS TO CHANGE SOON.
R106129,2025-10-14,Engineering,4,8,So impressed with the support because my feedback gets acted on quickly.
R103279,2025-07-01,Support,4,7,Genuinely love working here because the managers actually listen. Thanks for asking.
R106166,2025-02-24,Marketing,4,8,So impressed with the support because my feedback gets acted on quickly. Please look into it.
R104850,2025-09-10,Sales,2,2,The whole thing feels broken because communication is terrible. Hope it stays this way.
R101975,2025-04-12,Sales,4,8,Best experience I've had because leadership is transparent. Please look into it.
R100216,2025-08-18,Operations,3,5,"Mixed feelings honestly because fine day to day, frustrating at month-end. Hope it stays this way."
R107768,2025-01-27,Sales,4,8,Everything has been excellent because great work-life balance. Needs to change soon.
R105071,2025-03-11,Support,5,9,Really happy with how things are going because leadership is transparent. Please look into it.
R105547,2025-02-24,Sales,3,6,"Some good, some bad because improving slowly but still gaps. Would recommend."
R107344,2025-12-26,Sales,3,4,"Some good, some bad because decent tools but slow processes. Please look into it."
R103838,2025-11-25,Marketing,1,2,The whole thing feels broken because management ignores our concerns. Needs to change soon.
R105767,2025-12-21,Sales,5,10,SO IMPRESSED WITH THE SUPPORT BECAUSE THE TOOLS WE USE ARE RELIABLE. PLEASE LOOK INTO IT.
R100085,2025-05-03,People,4,8,THE TEAM IS FANTASTIC BECAUSE THE TOOLS WE USE ARE RELIABLE. THAT'S MY HONEST TAKE.
R107852,2025-10-15,Engineering,5,10,Everything has been excellent because communication is clear and helpful. Needs to change soon.
R103616,2025-08-30,Engineering,3,4,Could go either way because the basics are fine though support lags.
R105748,2025-05-16,Support,2,4,I keep running into problems because promises are never kept. Needs to change soon.
R105914,2025-08-16,People,3,4,Average experience so far because decent tools but slow processes. That's my honest take.
R102744,2025-06-10,Engineering,5,8,Best experiance I've had because comunication is clear and helpful. Please look into it.
R106146,2025-06-02,People,5,8,The team is fantastic because great work-life balance. Please look into it.
R106421,2025-11-21,Operations,4,8,Couldn't ask for a better setup because my feedback gets acted on quickly. That's my honest take.
R102162,2025-11-10,Sales,4,9,So impressed with the support because communication is clear and helpful.
R102642,2025-09-15,People,5,9,Best experience I've had because great work-life balance. Needs to change soon.
R102880,2025-03-14,Operations,5,8,EVERYTHING HAS BEEN EXCELLENT BECAUSE MY FEEDBACK GETS ACTED ON QUICKLY. NEEDS TO CHANGE SOON.
R105390,2025-08-18,Operations,4,9,Everything has been excellent because great work-life balance. Hope it stays this way.
R101083,2025-11-05,People,5,9,Everything has been excellent because the tools we use are reliable. Needs to change soon.
R105072,2025-12-09,Operations,5,9,Everything has been excellent because leadership is transparent. Thanks for asking.
R107526,2025-02-06,Operations,3,4,"It's okay overall because good people, unclear direction. Would recommend."
R102307,2025-02-20,Marketing,3,4,"Some good, some bad because improving slowly but still gaps. Thanks for asking."
R103303,2025-05-29,Support,3,5,Mixed feelings honestly because decent tools but slow processes. Please look into it.
R103610,2025-04-25,Sales,4,9,Best experience I've had because great work-life balance. Hope it stays this way.
R106337,2025-10-10,Sales,5,10,Couldn't ask for a better setup because the managers actually listen.
R104383,2025-07-19,Sales,5,10,
R101919,2025-02-22,Operations,3,4,It's okay overall because improving slowly but still gaps. Thanks for asking.
R102210,2025-09-18,Support,1,1,This has been frustrating because communication is terrible. Thanks for asking.
R106483,2025-10-07,Sales,2,2,The whole thing feels broken because management ignores our concerns. Needs to change soon.
R101662,2025-07-16,People,3,6,
R106328,2025-07-22,Marketing,4,9,The team is fantastic because the managers actually listen. Would recommend.
R106597,2025-10-26,Marketing,4,7,
R103929,2025-01-30,Support,4,7,BEST EXPERIENCE I'VE HAD BECAUSE COMMUNICATION IS CLEAR AND HELPFUL.
R100454,2025-07-25,Engineering,2,4,Really unhappy with the situation because communication is terrible. That's my honest take.
R105882,2025-11-08,Engineering,4,9,The team is fantastic because leadership is transparent. Please look into it.
R101085,2025-01-09,Support,2,2,
R104919,2025-07-11,People,4,9,teh team is fantastic because onboarding was smooth and friendly. Hope it stays this way.
R100762,2025-05-07,Marketing,1,0,I keep running into problems because management ignores our concerns. Needs to change soon.
R101150,2025-03-06,Operations,4,9,Best experience I've had because onboarding was smooth and friendly. Please look into it.
R103796,2025-12-19,Support,5,10,Everything has been excellent because leadership is transparent. That's my honest take.
R107711,2025-01-02,Sales,5,10,Couldn't ask for a better setup because great work-life balance.
R107562,2025-11-01,Marketing,5,9,So impressed with the support because my feedback gets acted on quickly. Needs to change soon.
R101450,2025-09-12,Support,4,7,Genuinely love working here because my feedback gets acted on quickly. Would recommend.
R102150,2025-04-26,Engineering,3,5,"Some good, some bad because good people, unclear direction. Would recommend."
R107729,2025-11-30,Support,1,2,I keep running into problems because the tools crash constantly. Needs to change soon.
R106455,2025-04-10,Sales,1,0,The whole thing feels broken because promises are never kept.
R102467,2025-05-07,Support,2,3,Pretty let down lately because the process is slow and confusing. That's my honest take.
R102542,2025-01-09,Engineering,4,8,So impressed with the support because the managers actually listen. Hope it stays this way.
R103236,2025-03-30,Engineering,4,7,The team is fantastic because great work-life balance. Hope it stays this way.
R106055,2025-11-06,Support,5,10,Everything has been excellent because leadership is transparent. Thanks for asking.
R107440,2025-06-27,Engineering,3,4,"Not bad, not great because a few things work well but others need attention. Hope it stays this way."
R102488,2025-12-09,Support,3,5,"Some good, some bad because fine day to day, frustrating at month-end. That's my honest take."
R105099,2025-12-26,Sales,3,6,"Some good, some bad because good people, unclear direction. That's my honest take."
R107583,2025-03-10,Marketing,5,9,Couldn't ask for a better setup because communication is clear and helpful. Would recommend.
R103719,2025-06-26,Sales,3,6,"Not bad, not great because improving slowly but still gaps. That's my honest take."
R107695,2025-12-20,Support,3,4,"Not bad, not great because improving slowly but still gaps. Please look into it."
R102372,2025-08-21,Engineering,4,7,Couldn't ask for a better setup because the tools we use are reliable. That's my honest take.
R102220,2025-12-07,Operations,3,6,"Some good, some bad because fine day to day, frustrating at month-end. Hope it stays this way."
R106145,2025-09-02,Operations,2,3,This has been frustrating because promises are never kept. Would recommend.
R101748,2025-10-19,Operations,2,3,This has been frustrating because communication is terrible. Please look into it.
R101338,2025-03-25,Marketing,3,6,"Average experience so far because good people, unclear direction. Would recommend."
R101187,2025-06-08,Engineering,2,4,I keep running into problems because management ignores our concerns. Needs to change soon.
R101295,2025-06-16,Sales,5,10,Everything has been excellent because the tools we use are reliable. Hope it stays this way.
R107997,2025-06-27,Support,3,5,AVERAGE EXPERIENCE SO FAR BECAUSE IMPROVING SLOWLY BUT STILL GAPS. NEEDS TO CHANGE SOON.
R105143,2025-01-27,Operations,5,8,Genuinely love working here because comunication is clear and helpful.
R107903,2025-12-10,Sales,1,1,teh whole thing feels broken because managment ignores our concerns. Hope it stays this way.
R107447,2025-07-13,Engineering,5,8,Couldn't ask for a better setup because leadership is transparent.
R107326,2025-06-20,Sales,4,7,Best experience I've had because communication is clear and helpful. Thanks for asking.
R104172,2025-08-15,Engineering,2,2,This has been frustrating because workload is overwhelming and unfair. Hope it stays this way.
R100279,2025-12-15,Engineering,2,2,This has been frustrating because nobody responds to my requests. Thanks for asking.
R105795,2025-07-05,Operations,4,8,Genuinely love working here because my feedback gets acted on quickly. Thanks for asking.
R100624,2025-04-02,Engineering,4,9,Couldn't ask for a better setup because onboarding was smooth and friendly. That's my honest take.
R100539,2025-11-01,Engineering,4,9,Genuinely love working here because leadership is transparent. Would recommend.
R106195,2025-10-03,Sales,4,9,Best experience I've had because the tools we use are reliable.
R106406,2025-11-06,Engineering,3,6,"Not bad, not great because good people, unclear direction. Please look into it."
R105394,2025-08-08,Engineering,3,5,"Some good, some bad because the basics are fine though support lags. Would reccomend."
R101937,2025-10-14,Sales,4,9,Best experience I've had because my feedback gets acted on quickly. Thanks for asking.
R102805,2025-03-01,Engineering,5,8,Best experience I've had because my feedback gets acted on quickly. Needs to change soon.
R102420,2025-01-29,Engineering,1,0,Honestly disappointed because promises are never kept.
R101361,2025-10-19,People,5,10,Really happy with how things are going because communication is clear and helpful. Needs to change soon.
R100597,2025-07-11,Engineering,5,10,Couldn't ask for a better setup because my feedback gets acted on quickly. Thanks for asking.
R101933,2025-02-15,Operations,5,8,Best experience I've had because great work-life balance. Thanks for asking.
R103470,2025-07-23,Support,2,4,Pretty let down lately because the tools crash constantly. That's my honest take.
R102099,2025-07-08,Marketing,1,1,This has been frustrating because communication is terrible. Hope it stays this way.
R100819,2025-01-23,Sales,1,0,Pretty let down lately because promises are never kept. Thanks for asking.
R107886,2025-03-24,Operations,2,2,This has been frustrating because nobody responds to my requests. Needs to change soon.
R101345,2025-10-29,Sales,5,10,SO IMPRESSED WITH THE SUPPORT BECAUSE MY FEEDBACK GETS ACTED ON QUICKLY. PLEASE LOOK INTO IT.
R106660,2025-02-16,Operations,4,8,Couldn't ask for a better setup because the managers actually listen. Needs to change soon.
R101747,2025-11-20,Operations,4,8,
R102554,2025-04-17,Support,2,2,Honestly disappointed because promises are never kept. That's my honest take.
R102576,2025-05-29,Support,4,7,Couldn't ask for a better setup because onboarding was smooth and friendly. Would recommend.
R103267,2025-02-24,Marketing,1,2,I keep running into problems because the process is slow and confusing. Needs to change soon.
R103875,2025-01-20,Engineering,4,8,Best experience I've had because onboarding was smooth and friendly. Needs to change soon.
R103790,2025-05-28,Engineering,3,4,"Not bad, not great because fine day to day, frustating at month-end. That's my honest take."
R102923,2025-03-27,Sales,4,9,Genuinely love working here because my feedback gets acted on quickly. Needs to change soon.
R103569,2025-03-22,Sales,4,8,Everything has been excellent because communication is clear and helpful. Please look into it.
R107980,2025-09-30,Sales,4,8,Everything has been excellent because onboarding was smooth and friendly. Needs to change soon.
R104028,2025-08-06,Sales,4,8,Genuinely love working here because onboarding was smooth and friendly. That's my honest take.
R100182,2025-11-08,Engineering,4,9,Everything has been excellent because my feedback gets acted on quickly. That's my honest take.
R104459,2025-08-16,Engineering,4,9,Really happy with how things are going because onboarding was smooth and friendly. Thanks for asking.
R107315,2025-12-28,People,2,2,This has been frustrating because workload is overwhelming and unfair.
R106273,2025-03-19,Engineering,4,8,Genuinely love working here because great work-life balance. Hope it stays this way.
R107038,2025-04-30,Engineering,1,2,I keep running into problems because management ignores our concerns. Thanks for asking.
R106746,2025-08-25,Sales,5,9,
R106664,2025-08-11,Support,4,9,Couldn't ask for a better setup because the tools we use are reliable. Please look into it.
R101756,2025-06-22,People,3,4,Average experience so far because improving slowly but still gaps. Please look into it.
R102789,2025-11-13,Engineering,5,8,Genuinely love working here because leadership is transparent. Thanks for asking.
R101364,2025-02-21,Support,3,4,"AVERAGE EXPERIENCE SO FAR BECAUSE GOOD PEOPLE, UNCLEAR DIRECTION. HOPE IT STAYS THIS WAY."
R100066,2025-04-26,Sales,4,8,
R101496,2025-06-10,Sales,3,4,"Could go either way because good people, unclear direction."
R101884,2025-04-18,Support,4,7,So impressed with the support because leadership is transparent. That's my honest take.
R104336,2025-08-28,Marketing,3,6,Average experience so far because a few things work well but others need attention. Hope it stays this way.
R103763,2025-10-02,Marketing,3,4,Mixed feelings honestly because decent tools but slow processes. Hope it stays this way.
R101109,2025-09-29,Support,5,9,REALLY HAPPY WITH HOW THINGS ARE GOING BECAUSE MY FEEDBACK GETS ACTED ON QUICKLY. HOPE IT STAYS THIS WAY.
R101487,2025-02-20,Marketing,4,8,Everything has been excellent because my feedback gets acted on quickly. Hope it stays this way.
R107594,2025-04-01,Sales,4,9,So impressed with teh support because my feedback gets acted on quickly. Hope it stays this way.
R101724,2025-07-21,Sales,3,6,"Average experience so far because good people, unclear direction. That's my honest take."
R107113,2025-08-30,People,5,8,Couldn't ask for a better setup because onboarding was smooth and friendly. Thanks for asking.
R107650,2025-02-03,Marketing,2,3,Really unhappy with the situation because nobody responds to my requests. Hope it stays this way.
R101640,2025-05-25,Sales,4,8,The team is fantastic because the managers actually listen. Needs to change soon.
R100170,2025-01-16,Marketing,4,8,Genuinely love working here because the tools we use are reliable.
R106219,2025-11-05,Support,5,8,Really happy with how things are going because the tools we use are reliable. That's my honest take.
R106035,2025-11-05,Operations,4,9,The team is fantastic because the managers actually listen. Would recommend.
R103280,2025-02-16,Engineering,3,4,"Average experiance so far because good people, unclear direction. That's my honest take."
R104381,2025-03-20,Support,5,10,So impressed with the support because the tools we use are reliable. That's my honest take.
R105894,2025-04-04,Engineering,4,7,
R107607,2025-08-04,Support,5,9,Everything has been excellent because onboarding was smooth and friendly. That's my honest take.
R105533,2025-07-15,Sales,2,4,realy unhappy with teh situation because workload is overwhelming and unfair.
R102550,2025-11-12,Operations,2,3,Really unhappy with the situation because the tools crash constantly. Please look into it.
R100383,2025-10-02,Marketing,4,8,teh team is fantastic because great work-life balance. Needs to change soon.
R101523,2025-03-17,Sales,2,3,The whole thing feels broken because workload is overwhelming and unfair.
R107047,2025-09-16,Marketing,5,8,Couldn't ask for a better setup because the tools we use are reliable. Thanks for asking.
R100393,2025-01-22,People,4,7,So impressed with the support because leadership is transparent. Please look into it.
R100293,2025-04-01,People,3,5,"It's okay overall because good people, unclear direction."
R107078,2025-11-14,Sales,4,7,Best experience I've had because great work-life balance. Hope it stays this way.
R102149,2025-02-07,Sales,4,9,Couldn't ask for a better setup because communication is clear and helpful. Hope it stays this way.
R100252,2025-09-03,Support,3,4,"Not bad, not great because good people, unclear direction."
R106059,2025-03-18,Support,5,9,Everything has been excellent because communication is clear and helpful.
R104686,2025-02-28,Operations,1,0,Honestly disappointed because the process is slow and confusing. Please look into it.
R107205,2025-08-23,Sales,5,10,Genuinely love working here because the managers actually listen. Thanks for asking.
R106700,2025-08-27,Marketing,2,2,Not a great experience at all because the process is slow and confusing. Would recommend.
R107667,2025-11-03,Sales,3,6,"It's okay overall because good people, unclear direction. Thanks for asking."
R102011,2025-10-08,Marketing,5,8,So impressed with the support because my feedback gets acted on quickly.
R106006,2025-10-05,Sales,3,6,"Not bad, not great because improving slowly but still gaps. Would recommend."
R107778,2025-01-10,Support,5,9,COULDN'T ASK FOR A BETTER SETUP BECAUSE THE MANAGERS ACTUALLY LISTEN. WOULD RECOMMEND.
R100955,2025-10-28,Support,2,4,I keep running into problems because nobody responds to my requests. Hope it stays this way.
R107891,2025-07-03,Engineering,3,4,
R101029,2025-07-08,Support,3,6,"Some good, some bad because a few things work well but others need attention. That's my honest take."
R104964,2025-09-06,Engineering,4,8,teh team is fantastic because my feedback gets acted on quickly. That's my honest take.
R103514,2025-01-29,People,4,9,Everything has been excellent because onboarding was smooth and friendly. Needs to change soon.
R103859,2025-03-27,Operations,5,8,Really happy with how things are going because great work-life balance. Hope it stays this way.
R103454,2025-11-16,Engineering,3,4,"Not bad, not great because decent tools but slow processes. Hope it stays this way."
R100455,2025-02-08,Support,3,4,It's okay overall because a few things work well but others need attention. Hope it stays this way.
R101739,2025-08-16,Engineering,1,2,Honestly disappointed because managment ignores our concerns. Thanks for asking.
R100071,2025-08-15,Support,4,9,Couldn't ask for a better setup because my feedback gets acted on quickly. That's my honest take.
R107715,2025-05-11,Support,1,1,Really unhappy with the situation because workload is overwhelming and unfair.
R105322,2025-07-25,Support,5,9,Everything has been excellent because my feedback gets acted on quickly. That's my honest take.
R105936,2025-07-28,Operations,5,10,Best experience I've had because communication is clear and helpful. Hope it stays this way.
R102594,2025-08-24,Engineering,3,6,"Not bad, not great because improving slowly but still gaps. That's my honest take."
R100562,2025-09-13,Marketing,4,7,Really happy with how things are going because great work-life balance. Would recommend.
R107092,2025-02-13,Engineering,5,9,The team is fantastic because leadership is transparent. Thanks for asking.
R100536,2025-12-18,Engineering,4,8,The team is fantastic because great work-life balance. Please look into it.
R101309,2025-10-03,Sales,3,4,Average experience so far because decent tools but slow processes. Hope it stays this way.
R103699,2025-03-19,Engineering,1,2,Honestly disappointed because the tools crash constantly. Would recommend.
R100692,2025-11-13,Sales,2,2,This has been frustrating because nobody responds to my requests. That's my honest take.
R102913,2025-01-22,Support,5,10,The team is fantastic because leadership is transparent. Needs to change soon.
R106536,2025-10-10,Engineering,4,9,Genuinely love working here because the tools we use are reliable. That's my honest take.
R107900,2025-09-07,Operations,1,2,Honestly disappointed because the process is slow and confusing. Would recommend.
R101867,2025-08-09,Operations,5,10,So impressed with the support because great work-life balance. Please look into it.
R105846,2025-04-28,Support,2,4,I keep running into problems because promises are never kept. Please look into it.
R106072,2025-07-26,Engineering,5,8,Genuinely love working here because the tools we use are reliable. Would recommend.
R103296,2025-06-06,Marketing,4,8,Really happy with how things are going because my feedback gets acted on quickly. That's my honest take.
R100750,2025-05-05,Marketing,4,9,Genuinely love working here because great work-life balance.
R106378,2025-06-25,Support,5,9,Best experience I've had because onboarding was smooth and friendly. That's my honest take.
R105765,2025-05-05,Operations,5,9,Everything has been excellent because the tools we use are reliable. Would recommend.
R101057,2025-06-11,Support,5,10,Everything has been excellent because the tools we use are reliable.
R106550,2025-01-11,Sales,5,9,
R102396,2025-05-02,Support,3,5,Average experience so far because improving slowly but still gaps. Thanks for asking.
R101514,2025-08-25,Engineering,5,10,Best experience I've had because communication is clear and helpful.
R101068,2025-02-06,Sales,5,8,COULDN'T ASK FOR A BETTER SETUP BECAUSE ONBOARDING WAS SMOOTH AND FRIENDLY. PLEASE LOOK INTO IT.
R100387,2025-03-12,Marketing,3,6,"Not bad, not great because good people, unclear direction. Please look into it."
R105108,2025-06-16,Sales,2,3,Pretty let down lately because the tools crash constantly. Would recommend.
R101705,2025-09-08,Engineering,5,9,Couldn't ask for a better setup because the tools we use are reliable. Needs to change soon.
R101414,2025-12-17,Engineering,3,4,Average experience so far because improving slowly but still gaps. That's my honest take.
R107405,2025-02-02,Support,4,7,Genuinely love working here because the managers actually listen. Needs to change soon.
R103118,2025-05-06,Engineering,5,8,Really happy with how things are going because the managers actually listen. Would recommend.
R102791,2025-06-23,People,2,3,The whole thing feels broken because the process is slow and confusing. Hope it stays this way.
R103640,2025-01-09,Engineering,3,6,Mixed feelings honestly because decent tools but slow processes. Please look into it.
R101000,2025-10-15,Sales,4,9,
R102198,2025-05-28,Marketing,2,4,Not a great experience at all because workload is overwhelming and unfair.
R103928,2025-05-10,Support,4,8,So impressed with the support because onboarding was smooth and friendly. Please look into it.
R103004,2025-06-16,Engineering,3,5,Mixed feelings honestly because the basics are fine though support lags. Thanks for asking.
R102499,2025-02-24,Engineering,4,9,Everything has been excellent because communication is clear and helpful. Hope it stays this way.
R101869,2025-08-10,Marketing,5,9,Genuinely love working here because the tools we use are reliable. Thanks for asking.
R100353,2025-06-17,Support,3,4,It's okay overall because improving slowly but still gaps. Needs to change soon.
R106286,2025-01-11,Support,5,9,
R105613,2025-07-06,People,5,10,So impressed with the support because onboarding was smooth and friendly.
R103977,2025-10-15,Support,3,5,"Mixed feelings honestly because good people, unclear direction. Thanks for asking."
R105718,2025-10-30,Engineering,5,8,Everything has been excellent because the managers actually listen. Thanks for asking.
R100845,2025-09-01,People,4,8,The team is fantastic because communication is clear and helpful. Thanks for asking.
R103697,2025-01-03,Marketing,5,8,Really happy with how things are going because communication is clear and helpful. Hope it stays this way.
R103366,2025-03-11,Marketing,5,8,Best experience I've had because the managers actually listen. Needs to change soon.
R101651,2025-07-28,Sales,5,9,EVERYTHING HAS BEEN EXCELLENT BECAUSE ONBOARDING WAS SMOOTH AND FRIENDLY. THAT'S MY HONEST TAKE.
R102816,2025-07-08,Engineering,1,0,Really unhappy with the situation because communication is terrible. Thanks for asking.
R101233,2025-12-04,Marketing,3,4,MIXED FEELINGS HONESTLY BECAUSE IMPROVING SLOWLY BUT STILL GAPS. THANKS FOR ASKING.
R107857,2025-01-24,Operations,1,0,Pretty let down lately because nobody responds to my requests. Would recommend.
R106350,2025-01-07,Sales,3,5,It's okay overall because decent tools but slow processes. Please look into it.
R103579,2025-12-23,Engineering,1,0,I KEEP RUNNING INTO PROBLEMS BECAUSE THE TOOLS CRASH CONSTANTLY. HOPE IT STAYS THIS WAY.
R103878,2025-08-30,Engineering,3,6,"Some good, some bad because decent tools but slow processes. Please look into it."
R106889,2025-04-10,Engineering,5,9,Everything has been excellent because the managers actually listen. Hope it stays this way.
R102800,2025-11-13,Engineering,4,8,Best experience I've had because onboarding was smooth and friendly. Would recommend.
R102180,2025-09-26,Support,4,8,Best experience I've had because great work-life balance. Would recommend.
R102491,2025-01-04,Sales,2,2,Honestly disappointed because nobody responds to my requests. Hope it stays this way.
R100592,2025-09-16,Engineering,4,7,The team is fantastic because the tools we use are reliable. Thanks for asking.
R104710,2025-10-07,Marketing,4,7,So impressed with the support because leadership is transparent.
R103843,2025-06-01,Sales,2,4,I keep running into problems because communication is terrible.
R105508,2025-11-04,Sales,4,8,Everything has been excellent because onboarding was smooth and friendly.
R100124,2025-06-09,Engineering,4,7,Couldn't ask for a better setup because the managers actually listen. Thanks for asking.
R102378,2025-08-01,Support,2,2,Honestly disappointed because workload is overwhelming and unfair. Hope it stays this way.
R101597,2025-09-12,Support,4,8,The team is fantastic because my feedback gets acted on quickly. Hope it stays this way.
R106549,2025-05-28,Engineering,5,10,EVERYTHING HAS BEEN EXCELLENT BECAUSE COMMUNICATION IS CLEAR AND HELPFUL. WOULD RECOMMEND.
R104474,2025-11-10,Sales,4,8,So impressed with the support because my feedback gets acted on quickly. That's my honest take.
R106930,2025-03-24,People,3,5,"NOT BAD, NOT GREAT BECAUSE DECENT TOOLS BUT SLOW PROCESSES. PLEASE LOOK INTO IT."
R104914,2025-08-15,Marketing,3,6,Could go either way because a few things work well but others need attention. Needs to change soon.
R101461,2025-10-07,Sales,4,7,The team is fantastic because the tools we use are reliable. Hope it stays this way.
R100822,2025-03-22,Support,3,4,"Some good, some bad because a few things work well but others need attention. Would recommend."
R103012,2025-02-12,Engineering,2,4,The whole thing feels broken because promises are never kept. Would recommend.
R101096,2025-12-31,Marketing,5,9,Really happy with how things are going because the tools we use are reliable.
R105768,2025-11-22,Marketing,3,5,"It's okay overall because good people, unclear direction. Needs to change soon."
